review_id_generated,review,rating,date,bank,source,app_name,app_id,review_preprocessed,sentiment_label,sentiment_score,identified_theme
111,Yes active user,5,2024-09-17,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Yes active user,POSITIVE,0.6597,General Feedback
112,"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",1,2024-02-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",NEGATIVE,-0.296,General Feedback
113,awasome app go a head,5,2025-07-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,awasome app go a head,NEUTRAL,0.0,General Feedback
114,It needs more improvment,2,2024-11-24,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It needs more improvment,NEUTRAL,0.0,General Feedback
115,This new version of the app is really great. Loved it!,5,2024-01-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This new version of the app is really great. Loved it!,POSITIVE,0.8709,General Feedback
116,i like this app,5,2024-02-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,i like this app,POSITIVE,0.3612,General Feedback
117,Very easy to use,5,2024-09-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Very easy to use,POSITIVE,0.4927,User Interface & Experience
118,Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,1,2024-03-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,POSITIVE,0.7534,Transaction Performance
119,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",POSITIVE,0.102,Feature Requests & General
120,It is not working,1,2024-04-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It is not working,NEUTRAL,0.0,General Feedback
121,The worest mobile banking app,1,2024-05-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The worest mobile banking app,NEUTRAL,0.0,General Feedback
122,Please this app on my android phone,3,2024-11-20,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Please this app on my android phone,POSITIVE,0.3182,General Feedback
123,My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,POSITIVE,0.0603,General Feedback
124,Boa,5,2024-07-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Boa,NEUTRAL,0.0,General Feedback
125,"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"What's up I can't log in, what's wrong",NEGATIVE,-0.4767,General Feedback
126,i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,i find it interesting specially in reciept downloading,POSITIVE,0.4019,General Feedback
127,Improved to be the best,5,2025-03-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Improved to be the best,POSITIVE,0.8074,General Feedback
128,It's nice apps,1,2024-06-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It's nice apps,POSITIVE,0.4215,General Feedback
129,Wow bank of Abyssinia great job I really like the updated version of Mobile banking specially it allows me to transfer 500000 birr,5,2024-02-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Wow bank of Abyssinia great job I really like the updated version of Mobile banking specially it allows me to transfer 500000 birr,POSITIVE,0.8932,General Feedback
130,It is really great to see you have solved some of the problems with the previous version. Thank you for taking time to improve.,5,2024-01-24,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It is really great to see you have solved some of the problems with the previous version. Thank you for taking time to improve.,POSITIVE,0.8479,Feature Requests & General
131,Always there a problem with this app it says check your connection while connected 😞,1,2024-03-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Always there a problem with this app it says check your connection while connected  disappointed_face ,NEGATIVE,-0.4019,General Feedback
132,Very old app is disgusting,1,2024-04-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Very old app is disgusting,NEGATIVE,-0.5267,General Feedback
133,The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,NEGATIVE,-0.2062,Customer Support
134,"The worst app. Can't even login to my device. Phone : Pexel7a, version : android 13.",1,2024-01-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"The worst app. Can't even login to my device. Phone  Pexel7a, version  android 13.",NEGATIVE,-0.6249,General Feedback
135,Worst app ever,1,2024-05-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Worst app ever,NEGATIVE,-0.6249,General Feedback
136,"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",NEGATIVE,-0.7351,Transaction Performance
137,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",NEGATIVE,-0.897,General Feedback
138,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,POSITIVE,0.6369,Transaction Performance
139,from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,from the last week updates the app is not working Please check the problems,NEGATIVE,-0.5664,General Feedback
140,I love this bank the best experience ever.,5,2025-09-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I love this bank the best experience ever.,POSITIVE,0.8555,User Interface & Experience
141,I am comfortable with your good service,5,2024-05-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I am comfortable with your good service,POSITIVE,0.7351,General Feedback
142,The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The previous version is better it doesn't work,POSITIVE,0.4404,General Feedback
143,It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It crash repeatedly! Try to make it more stable for customers need meet!,NEGATIVE,-0.2001,Transaction Performance
144,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,POSITIVE,0.6072,General Feedback
145,Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Fast and suitable for the customers.,NEUTRAL,0.0,Transaction Performance
146,More interactive and easy to use mobile app👌,5,2024-02-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,More interactive and easy to use mobile app OK_hand ,POSITIVE,0.4877,User Interface & Experience
147,I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,2,2024-02-06,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,POSITIVE,0.2223,Account Access Issues
148,Cool,4,2024-05-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Cool,POSITIVE,0.3182,General Feedback
149,"Horrible, your apps are getting worse and worse",1,2024-02-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Horrible, your apps are getting worse and worse",NEGATIVE,-0.8658,General Feedback
150,"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",1,2024-04-26,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",NEGATIVE,-0.5106,General Feedback
151,BoA,5,2024-07-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,BoA,NEUTRAL,0.0,General Feedback
152,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,POSITIVE,0.4404,General Feedback
